id,sentiment,target,text,source
hasoc_en_2647,profanity,targeted,#FuckTrump and Fuck Republican enablers. https://t.co/1MaL3TiuFf,25_twitter
hasoc_en_2648,profanity,targeted,Ummm...they are criminals? #FUCKTrump #FUCKMcConnell #FUCKtheGOP https://t.co/v3oQaMlWah,25_twitter
hasoc_en_2649,profanity,targeted,@realDonaldTrump Actually it’s not. Hope you have the 💩iest Father’s Day EVER!! #Dickhead #HappyFathersDayObama https://t.co/yuwujN93be,25_twitter
hasoc_en_2650,none,,Dhoni responds to ICC on GLOVES controversy  https://t.co/g3snBPmxTO @msdhoni  #DhoniKeepsTheGlove,25_twitter
hasoc_en_2651,none,,"Doctors studded almost half of thire life just become a worthy of that WHITE COAT &amp; they have invested a lot of money and time for that. They too have life, they too have families, they are also a human being. They just want respect and safety.   #Savethedoctors #DoctorsFightBack",25_twitter
hasoc_en_2652,profanity,targeted,You are one sick fuck #dickhead https://t.co/2yYIt4KpuA,25_twitter
hasoc_en_2653,profanity,targeted,@BrianKarem @realDonaldTrump Ur not being fair to the Man Baby! #fucktrump #VetsAgainstTrump #fuckthatguy https://t.co/7MbmEsMr9F,25_twitter
hasoc_en_2654,none,,"@tedlieu But, Good News..   If you are a #MURDERER your money is still #good here.. 🤙🏻👍🏻  #EdBuck https://t.co/pmdoUMsyg2",25_twitter
hasoc_en_2655,hate,targeted,"I don't think so Dr. Shab , she deserved of your reply. Because her @sagarikaghose thought is pathetic//full of communalism /negativity/totally madness. Better would be 'ignore' , in current scenario, Not single person who are taking her seriously. #DoctorsFightBack https://t.co/HmC6qF3qQs",25_twitter
hasoc_en_2656,none,,Keep talking Donald. #ImpeachtheMF #FuckTrump #maga #FOXNews @GOP https://t.co/gmAg19WNFz via @HuffPostPol,25_twitter
hasoc_en_2657,profanity,targeted,"@jonfavs You have no respect for the law, and we have no respect for you. #TraitorInChief  #TraitorInTrump  #PIG  #LyingDonald  @realDonaldTrump  @PressSec  #LyingSHS   #Fucktrump  #Fuckshs",25_twitter
hasoc_en_2658,none,,"Dear @ICC    Next time choose Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow    And let me remind you when @myogiadityanath govt can well organized #Kumbh,   it is just a match #ChooseWisely 😎 🤷     #ShameOnICC    @PMOIndia @narendramodi it's a #NewIndia #NewManagement https://t.co/IneA6QxyZW",25_twitter
hasoc_en_2659,none,,@DearAuntCrabby @pkb50 #TrumpIsATraitor  #McCainsAHero #HappyJohnMcCainDay and do not forget #PenceKnewEverything,25_twitter
hasoc_en_2660,none,,Hey @ICC what are you doing about the poor management of grounds? Please do something otherwise people will start losing interest in #iccworldcup2019 #ShameOnICC,25_twitter
hasoc_en_2661,none,,"Caleb Fairley isn't just a jerk, he's human garbage who murdered Lisa Marie Manderach and her infant daughter in 1995. He is currently incarcerated at State Correctional Institution – Fayette in LaBelle, Pennsylvania.   #calebfairley   #forensicfiles  #murderer   #psycho https://t.co/OPuewP1AUH",25_twitter
hasoc_en_2662,none,,Makes sense to me. #rapist https://t.co/dD8gfGbCH8,25_twitter
hasoc_en_2663,none,,@robreiner Those who voted him in are just as disgusting as he is. Shame!!! #fucktrump #TrumpsAnInternationalDisgrace,25_twitter
hasoc_en_2664,none,,"#Sackler is synonymous with #murderer     If you associate socially with THE Sackler family, you are #garbage as well.     #HarmReduction #DanBigg",25_twitter
hasoc_en_2665,none,,"InfoWars and others spread lies on migrants bringing Ebola to US, officials confirm they're lying #Resist #ResistTrump #FuckTrump https://t.co/uGtz5YWZOL",25_twitter
hasoc_en_2666,hateful,targeted,"@SenSchumer That tweet is GOLDEN coming from you @SenSchumer...    What kind of FATHER gets his DAUGHTER'S friend PREGNANT not once but twice &amp; then because of YOU,  that LITTLE GIRL commits suicide?  Yep you're right...WE ARE better than that!    Happy Fathers day #MURDERER https://t.co/t4RdrH5kk8",25_twitter
hasoc_en_2667,none,,@SenBlumenthal Shouldn't you be out pretending to be a war hero? #Fake #Douchebag https://t.co/mLLproiuEO,25_twitter
hasoc_en_2668,none,,"@msdhoni is a world class player and a role model for me, as far as tomorrow's game is concerned I feel we will see him donning the camouflaged gloves, because no power in the world can stop him from showing luv fr hs country and the @adgpi #DhoniVsICC #DhoniKeepsTheGlove #Dhoni",25_twitter
hasoc_en_2669,none,,U.S. court rules against #HaterTrump in immigrant teen abortion case #TrumpIsATraitor  https://t.co/aXLrBvuB9x,25_twitter
hasoc_en_2670,none,,@PritishNandy How low can u fall in ur hate for BJP? You are even willing to condone the murder of hindus in Bengal....have some shame. #shameless @MamataOfficial is a #murderer #Didler #MamataKaTerror,25_twitter
hasoc_en_2671,none,,"#ICC shut down this event, you cannot handle it efficiently. Call #BCCI instead and they will teach you how to organize big events with easiest way.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/01iP3BimqP",25_twitter
hasoc_en_2672,none,,@realDonaldTrump America needs a new president. #TrumpIsATraitor,25_twitter
hasoc_en_2673,none,,With due regards to doctors who are currently crying for their own safety....it's a known fact that doctors tend to b highhanded at times in govt. teaching hospitals. They shd understand that they r not gods and r here to serve humanity.#DoctorsFightBack,25_twitter
hasoc_en_2674,none,,"Its totally low class performances by Icc.bells doesn't removed,Raining,gloves matter, , , ,  #ShameOnICC",25_twitter
hasoc_en_2675,hateful,targeted,@awudrick Guy is such a #douchebag his man card should be revoked,25_twitter
hasoc_en_2676,none,,@realDonaldTrump @POTUS Some day you will be able to use the program yourself if you not in for life!  #TrumpIsATraitor   #TrumpCrimeFamily,25_twitter
hasoc_en_2677,none,,"@realDonaldTrump I'm looking forward to seeing the Secret Service escorting you out of the White House. Then, I'll look forward to seeing the Feds escort you out of your home in handcuffs. #TrumpisaTraitor #TrumpisaCriminal",25_twitter
hasoc_en_2678,none,,"If you want to see the most important person that will help save America from the trump regime, put down your phone and look into a mirror...    #ChangeStartsWithYou  #FuckTrump",25_twitter
hasoc_en_2679,none,,The #Trump staff can't get its lies right once again.    #TrumpIsADisgrace #TrumpLies #TrumpIsATraitor #PutinsPuppet #UnfitToBePresident #TankerAttack   https://t.co/Prw4unRdbP,25_twitter
hasoc_en_2680,none,,@yohiobaseball @TheLastRefuge2 #BoycottChina if you want a system of fair and reciprocal trade.,25_twitter
hasoc_en_2681,none,,@JeffreyToobin Look at him...enjoying life...He robbed 2 people of theirs and couldn’t care less...#Murderer,25_twitter
hasoc_en_2682,none,,@ICC  now if you have some time in between watching Dhoni's glows .. look at this suspicious activity also. @BCCI   #IndvsAus #DhoniKeepsTheGlove https://t.co/LOBLN9f2dS,25_twitter
hasoc_en_2683,none,,'Mini-Trump across the Channel': EU media on Boris Johnson as British PM https://t.co/jGqko1eruG by @jonhenley #BorisJohnsonShouldNotBePM,25_twitter
hasoc_en_2684,none,,Everyone have rights &amp; Moral Duty to Show Respect For his Country's #army &amp; #Forces .   @ICC   For #Dhoni Nation #First  So  Today All of India Says #DhoniKeepsTheGlove   #BalidaanBadge  #DhoniKeSaathDesh   @msdhoni   @BCCI   #WorldCup2019 #INDvAUS #AUSvIND   #ICCWorldCup2019 https://t.co/CE6QmqRTTG,25_twitter
hasoc_en_2685,profanity,untargeted,🗣Fuck #America and this health care shit. These motherfuckas raping us with this shit. #fucktrump. Got nobody else to blame 🤷🏾‍♂️,25_twitter
hasoc_en_2686,none,,Misspelled 'getting evicted from medieval monastery you can't afford'  #BolsonaroEnvergonhaoBrasil #douchebag https://t.co/WCAAJBhib9,25_twitter
hasoc_en_2687,none,,"#ShameOnICC here in the UK there is no publicity, no buzz , no news about the cricket and definitely no TV coverage  highlights at midnight! Uk should never be allowed to host again. Selling a national event to Rupert Murdoch's Sky!!",25_twitter
hasoc_en_2688,none,,"#CloseTheCampsChina #NoToBeijing2022 #boycottchina  China is guilty of ethnic cleansing. The world is silent, whilst people are being killed. Shame on all humankind. You care more about plastic bags than humans. Shame. #UyghurGenocide #DoguTurkistandaZulumVar https://t.co/gShJRqKnuF",25_twitter
hasoc_en_2689,none,,.  Why #trump does NOT Pay his bills?    Because:    #DonTheCon is a grifter  #TinyHands is a mobster    #TrumpIsATraitor  &amp;  MUST Be #ImpeachTrumpNow    #trumpNation must B sent 2 #russia  https://t.co/CwFBGB39xV    #ThursdayThoughts #princeofwhales  #StrongerTogether #BlueWave  #Resist #gop,25_twitter
hasoc_en_2690,hateful,targeted,"@GordonRamsay @Tyson_Fury Gordon Bennet, who would want a selfie with Ramsey #dickhead",25_twitter
hasoc_en_2691,none,,Happy birthday @realDonaldTrump. My dog made this for you. Don't eat it all in one sitting.   #fucktrump #DeferrmentDonny #EatShit https://t.co/XdzOOPN8jQ,25_twitter
hasoc_en_2692,none,,"@drharshvardhan @MamataOfficial @TazeenQureshy #Delhi: Doctors at the Northern Railway Central Hospital observe strike over violence against doctors at NRS Medical College and Hospital in Kolkata, West Bengal.    #DoctorsProtest  #DoctorsStrike  #DoctorsFightBack https://t.co/q0AffdnViG",25_twitter
hasoc_en_2693,none,,#FuckTrump #treason     Hey @realDonaldTrump. Benedict Arnold called. He says thanks for taking the heat off him. https://t.co/p8E64f5iLS,25_twitter
hasoc_en_2694,none,,"@cricketnext @ICC @msdhoni @BCCI under this new administration has been toothless. Whats the point of holding all the power ? ICC feared d previous regimes of BCCI, not so much anymre. Srinivasan wud hv ensured dat ICC bows to #BCCI 's demand. #DhoniKeepsTheGlove #Dhoni @imVkohli @msdhoni @RaviShastriOfc",25_twitter
hasoc_en_2695,hateful,targeted,@realDonaldTrump @nytimes @CNN There is only ONE enemy of the state: YOU #LyingTrump #moneylaundering #rapist,25_twitter
hasoc_en_2696,none,,"@ICC @cricketworldcup   If tomorrow the #INDvPAK match washes out due to rain and mismanagement, than we are definitely gonna boycott the complete world cup. Your horrible bookings, unprofessionalism and mismanagement has ruined the #CricketWorldCup2019   #ShameOnICC   #CWC19",25_twitter
hasoc_en_2697,none,,".@realDonaldTrump wanted to use #ModelT, but Melanie prefers Yugos.  As Mrs. Faustroll just said: “I knew Jackie Kennedy &amp; the #FirstEscort is no Jackie Kennedy.”  BTW, if Melanie prefers to be referred to with the impersonal pronoun “it,” why not call her #Pennywise?  #Douchebag https://t.co/Uzp78HoEWC",25_twitter
hasoc_en_2698,none,,#ToryLeadershipDebate Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris https://t.co/JSId4SbyIE,25_twitter
hasoc_en_2699,none,,Pic 1: Indian grounds   Pic 2: other grounds   Are @ICC mad for choosing  England for the venue of #ICCCricketWorldCup2019 you may consider the climate  there #ShameOnICC #ICCWC2019 #ICCWorldCup2019 @BCCI @cricketworldcup #Shame 😠 https://t.co/hBHeBgUwD9,25_twitter
hasoc_en_2700,hateful,targeted,@WalshFreedom @CNBC And you're still a #Douchebag,25_twitter
hasoc_en_2701,none,,"@realDonaldTrump China, Russia, North Korea style propaganda videos!  Thank you commandant Trump!  #TrumpsAnInternationalDisgrace #Trump #TrumpRussia #TrumpisaTraitor",25_twitter
hasoc_en_2702,none,,Trump’s Lawyers Say Congress Can’t Subpoena His Finances Because Nancy Pelosi Refuses to Impeach #Resist #ResistTrump #FuckTrump https://t.co/Rv03oLvfA8,25_twitter
hasoc_en_2703,none,,@RebeccaEMenzies I’d be a twat and reply back like an old English teach and correct all of their grammar 😉 #dickhead,25_twitter
hasoc_en_2704,none,,Judge rules Navy SEAL #EddieGallagher murder trial will proceed - The San Diego Union-Tribune #FreeEddie #Murderer #Navy  https://t.co/Q6KrfrQW7D,25_twitter
hasoc_en_2705,none,,@ICC This is For You   #ShameOnICC https://t.co/5A0H7mM3pq,25_twitter
hasoc_en_2706,none,,@ICC why the hell fixed the schedules without confirming the weather forecast??  #ShameOnICC #CWC19 #TeamIndia  Alteast give the players some scuba gears to rectify your mess.. https://t.co/i7txkfxZBq,25_twitter
hasoc_en_2707,none,,@ICC Proved that icc is biased to England  #Shameonicc,25_twitter
hasoc_en_2708,none,,"Alabama banned abortion for rape victims. It's also protecting rapists' parental rights. - The Washington Post- Now a #rapist is considered a good, responsible #parent in #Alabama according to their #AlabamaAbortionBan- #disgusting !  https://t.co/JUyorV2HxR",25_twitter
hasoc_en_2709,none,,"Some of you out there aren't old enough to remember this travesty. A total miscarriage of justice. Not everyone you follow is worthy, least of all a #murderer. #HeDidIt https://t.co/8K3SJ2mT9V",25_twitter
hasoc_en_2710,hateful,targeted,"@gaywonk @YouTube Little Carlos is calling for violence, that’s acceptable. Why doesn’t the 90 pound wimp do it himself? He’s so fragile.  #douchebag",25_twitter
hasoc_en_2711,none,,"I think at least half of these presidential candidates need to give it up.  Never even heard of some of them, why waste your money 😂 #Election2020 #Biden2020 #fucktrump",25_twitter
hasoc_en_2712,none,,@drgeorgekro @realDonaldTrump https://t.co/wQKrsxlw3V    Agree. By The hand of @HillaryClinton. 🤣😂🤣 #douchebag,25_twitter
hasoc_en_2713,none,,@jakthedevil @ICC These kind of tweets and logics are result of watching Kapil Sharma’s show. That’s all.     #DhoniKeepsTheGlove #Dhoni #CWC19 #TeamIndia https://t.co/fA86oCa7na,25_twitter
hasoc_en_2714,none,,"#fakeDonaldTrump again accuses #Treason, a crime that can not occur unless we are engaged in a declared war!  There currently is not any way to charge anyone with treason and has not been since #WWII.  #idiotTrump #ImpeachTrump",25_twitter
hasoc_en_2715,hate,targeted,@RepChrisStewart ——    @RepChrisStewart hitched himself to the #TrumpTrain of lies today.      Chris will get an education as he’s dragged through the mud.     Sad!    #VoteBlueNoMatterWho   #TrumpIsATraitor     ——-,25_twitter
hasoc_en_2716,profanity,targeted,@rayleengale #Vote     #StrongerTogether     #LoveIsLove and of course .....     #FuckTrump #BlueSenate2020     💙,25_twitter
hasoc_en_2717,hate,targeted,"It has always rained in England during chmpions trophy and other major tournaments. Such poor scheduling of cwc 19 , no reserve day , poor ground conditions, poor preparations. #ShameOnICC",25_twitter
hasoc_en_2718,hate,targeted,Is God a Tory? Waiting to be anointed.   #BorisJohnsonShouldNotBePM https://t.co/UNtLLR2PBy,25_twitter
hasoc_en_2719,hate,targeted,"@BorisJohnson the country is already united ... against #SpaffingBoris  .@BorisJohnson philandering, womanising, misogynist, bully of small children, con artist, racist and poundshop-trump becoming our Prime Minister  Tnx     #borisjohnson #Boris4PM #BorisJohnsonShouldNotBePM https://t.co/iTbPaCUBtM",25_twitter
hasoc_en_2720,hate,targeted,@Franklin_Graham That’s a real Christian attitude you have. #douchebag,25_twitter
hasoc_en_2721,none,,@arvindcTOI @zoo_bear So what? Watch cricket and Jai shree ram #DhoniKeepsTheGlove,25_twitter
hasoc_en_2722,hate,targeted,Hey @realDonaldTrump     Three words. 'Prince of WHALES...'  😂😂😂😂😂😂    #Trump #TrumpIsAMoron #TrumpIsADisgrace #TrumpIsAFraud #GOP #resist #Resistance #TrumpIsAnInternationalDisgrace #TrumpIsATraitor #GOP #Republican https://t.co/Q2G9lhfxe6,25_twitter
hasoc_en_2723,none,,@ICC This Insignia belongs to World oldest special forces It’s shows bravery and sacrifices made by those brave soldiers. Respecting and remembering them is not crime @msdhoni represented entire Special forces community by using those gloves #DhoniKeepsTheGlove #DhoniKeepTheGlove https://t.co/AH8259XJ7P,25_twitter
hasoc_en_2724,hate,targeted,"@business Hey, @newbalance find other means than China. We will boycott your products as well. #boycottChina #IPtheft #humanrightsviolations",25_twitter
hasoc_en_2725,profanity,targeted,"@maggieNYT Narcissists don’t need to explain themselves, you should be able to know exactly what they are communicating at all times because it is THAT important. #fucktrump",25_twitter
hasoc_en_2726,hate,targeted,"He's not hugging the flag, he's hiding behind it. This picture disgusts me in ways I can't even express. I don't like to call any US President a pig, but this one emphatically is... #TrumpIsATraitor #TrumpIsADisgrace #TrumpMustGo #TrumpMustResign #JohnMcCainDay https://t.co/pa0nDZXqaG",25_twitter
hasoc_en_2727,hate,targeted,Ken Clarke doing his best impression of Michael Palin after being soaked in brandy for thirty years  #ToryLeadeshipContest #MichaelGove #BorisJohnsonShouldNotBePM https://t.co/Nvx87dTAl5,25_twitter
hasoc_en_2728,hate,untargeted,We have fought many battles in our life. We have saved many people. Sacrificed many things for the people who bitch about us on our back and never stood and will stand with us. But we know what we are capable of. And we will.....👇    #GoDoctors  #DoctorsFightBack #SaveTheDoctors https://t.co/PdhV628H44,25_twitter
hasoc_en_2729,hate,targeted,If any other country handles the way ICC handles they will them up for poor preparation     #ShameOnICC,25_twitter
hasoc_en_2730,hate,targeted,@DavidWohl You fool .  Blocked! #TrumpIsATraitor #ImpeachTrumpNow https://t.co/EZx926HFtV,25_twitter
hasoc_en_2731,hate,targeted,@kaitlancollins Of course not!! #TrumpIsATraitor https://t.co/EFycXxONwh,25_twitter
hasoc_en_2732,profanity,targeted,#ShameOnICC @ICC @cricketworldcup  @ICCLive  @T20WorldCup      #ShameOnICC  see India vs pak is also gone..... Fuck off @ICC   Worst World Cup series... https://t.co/Qf9yjX9VWW https://t.co/KkkWcSZVjZ,25_twitter
hasoc_en_2733,hate,targeted,@realDonaldTrump @senatemajldr @MarkWarner Happy #JohnMCainDay  #TrumpsWorseThanNixon  #TrumpIsATraitor  #TrumpIsNotExonerated  #TrumpIsACriminal,25_twitter
hasoc_en_2734,hate,targeted,Facts are Facts. #TrumpLies #TrumpLiesEveryTimeHeSpeaks  #trumpisatraitor https://t.co/X4uhAU9uDa,25_twitter
hasoc_en_2735,hate,targeted,"Indian Fans Angry On ICC After Another World Cup Washout, Even Amitabh Bachchan Joined Them  #ShameOnICC #ICC #worldcup2019 https://t.co/VkLs8PssYD via @metrosaga",25_twitter
hasoc_en_2736,none,,TIMEWEAR Blue Dial Brown Strap Watch @ Rs.229    https://t.co/c4RNuWcsdB    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,25_twitter
hasoc_en_2737,hate,targeted,"Of all Boris Johnson’s appearances on TV, tonight was definitely my favourite. #channel4debate #BorisJohnsonShouldNotBePM #BorisJohnson",25_twitter
hasoc_en_2738,profanity,targeted,"@piersmorgan @RoryStewartUK Your opinion is so very worthy, please can we have more.    #dickhead",25_twitter
hasoc_en_2739,hate,targeted,@realDonaldTrump #LyingPresident #TrumpIsACrook #TrumpIsATraitor #TrumpIsATraitor #LyingPresident #TrumpIsACrook You cheated to win this election and that is your legacy! There were always be an asterisk* by your name. *Cheated with Putin to win the election! #YourLegacy https://t.co/1Jj9sXD6BE,25_twitter
hasoc_en_2740,hate,targeted,"Unlike all other presidents in the modern era, Trump has concealed his finances from the American people &amp; refused to divest himself from his worldwide business interests, making himself (and therefore the nation) vulnerable to bribery &amp; blackmail.   #TrumpIsATraitor",25_twitter
hasoc_en_2741,profanity,targeted,@newtgingrich your @Newsweek opinion piece is a joke...just like you.    https://t.co/az1C7U2elj    #fucknewtgingrich #fucktrump #fuckthegop #draintheswamp #voteoutgop #gop #politics,25_twitter
hasoc_en_2742,hate,targeted,#Trump puts golf before country! #TrumpIsATraitor,25_twitter
hasoc_en_2743,hate,targeted,Trump: I never took any help from Russia.    ...And I'd absolutely do it again.    #ImpeachTrumpNow #TrumpTreason #TrumpIsATraitor   https://t.co/Rb8OpigOnL,25_twitter
hasoc_en_2744,hate,targeted,"Shame on you @ICC.The effort you kept on Dhoni gloves, Just keep 1% from it on your world cup schedule which is getting washed away. #BANvSL #ICCWorldCup2019 #DhoniKeepsTheGlove",25_twitter
hasoc_en_2745,hate,targeted,@tedlieu I would bet That Trump has a welcome mate to all foreign powers who have information on the democratic party @ the oval office doorway.   #TrumpIsATraitor,25_twitter
hasoc_en_2746,profanity,targeted,Is there anywhere I can escape this shite? #FuckTrump #Ibelieveher #IStillBelieveHer https://t.co/rfgor4kHLK,25_twitter
hasoc_en_2747,hate,targeted,@SadiqKhan @CrimestoppersUK Their blood is on YOUR hands! You are as guilty for their murder as those that held the knife and gun! #Murderer,25_twitter
hasoc_en_2748,hate,targeted,"#VOMIT  #TrumpIsATraitor   #ImpeachTrumpNow   Happy #JohnMcCainDay,  Treasonous, weak @LindseyGrahamSC . https://t.co/dx8c1yE1Jc https://t.co/liJd1UvMVJ",25_twitter
hasoc_en_2749,hate,targeted,"@TheRealOJ32 So you’re going to “hold people accountable”?    You realize you’re no longer anything but a punchline, right?    #Murderer",25_twitter
hasoc_en_2750,profanity,targeted,Now we can confirm the true crisis at the border now that Canada has won the @NBA finals? #FuckTrump #RaptorsInSix,25_twitter
hasoc_en_2751,hate,untargeted,We need fast trial of each and every Rape Case    No matter Accused is Muslim or Hindu    Death Penalty for Rape Crime    #Kathuaverdict #Kathua #SanjiRam     #YuvrajSingh #DhoniKeepsTheGlove #Dhoni #GirishKarnad #INDvAUS #IndianCricketTeam #IndvsPak #tiktokindia #tiktokhot #MumbaiRains,25_twitter
hasoc_en_2752,profanity,targeted,Men's Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/bzQdQSy57b,25_twitter
hasoc_en_2753,hate,targeted,Its not a club level cricket it's big event  which comes ones in four years. Really frustrating badly.#ShameOnICC,25_twitter
hasoc_en_2754,hate,targeted,Ancestor behaviour you are NOT proud of .... Charles Peace #burglar #murderer ..... can’t choose your fam https://t.co/wuXUYA01hd,25_twitter
hasoc_en_2755,hate,targeted,#SHAMEONICC for not keeping reserve days.  Looks like Ind vs Pak will get washed out.  Get ready for the massive rage.  @ICC @cricketworldcup #WorldCup2019,25_twitter
hasoc_en_2756,hate,untargeted,There’s NO justification for assault on Doctors.    ▪️We need transparent medical negligence protocols. So the public can be assured of action in genuine cases.     ▪️Sensitisation of Doctors &amp; public in general on how to handle such emotionally charged situations.    #DoctorsFightBack,25_twitter
hasoc_en_2757,hate,targeted,@ICC ..don't know why it is focusing on a point which has no effect in the game play of world cup by leaving #umpires who are changing the chances of winnings of teams with their wrong decisions...work on topics which need to be improved rather than our msd...#DhoniKeepsTheGlove,25_twitter
hasoc_en_2758,hate,targeted,"@ICC why so silent?  #ShameOnICC #CWC2019 #CWC19 #ICC👎 #ICC💩   @BCCI who will punish @ICC  for their incompetency,poor management and lack of vision and responsibility????😡🤔  @Republic_Bharat @republic plzz tag 💩 @ICC  members?? https://t.co/M10PMX6xgC",25_twitter
hasoc_en_2759,hate,targeted,@dharmasena_k @ICC @ICCMediaComms @ICCLive @cricketworldcup Shame on poor poor onfield umpiring. How can you appoint so dissappointing and illeterate umpires like you. #ShameOnICC,25_twitter
hasoc_en_2760,none,,#DhoniKeepsTheGlove Under no circumstances shud u take these insignias off ur gloves. #MahendraSinghDhoni,25_twitter
hasoc_en_2761,hate,targeted,ICC means (islamic cricket council)  Pakistan team ??   Shame you icc   love you mahi 💗💗#DhoniKeepsTheGlove https://t.co/gjJGBnefvw,25_twitter
hasoc_en_2762,profanity,targeted,Trump is a #liar  #beggarman   #grifter   #thief  #FuckTrump  #VOTE https://t.co/HH9VYMWFTj,25_twitter
hasoc_en_2763,none,,"Logo on the Dhoni's gloves does not fall in the allowed categories as per the ICC's rule book. So get rid of the logo and get on with it. I am Dhoni's huge fan but if something is not allowed, get over it. #DhoniKeepsTheGlove #keepthegloves",25_twitter
hasoc_en_2764,hate,targeted,"Real Michael Gove or fake Michael Gove, what do you think?    #BorisJohnsonShouldNotBePM  #BollocksToBoris   #BollockstoBrexit https://t.co/eHZsJaRHVZ",25_twitter
hasoc_en_2765,hate,targeted,@Queerty LMAO! 😅   Gross. 😐   What a trainwreck.   Gay #douchebag,25_twitter
hasoc_en_2766,hate,targeted,"@realDonaldTrump You know nothing about geopolitics, so kindly refrain from talking about it. Actually, kindly refrain from talking, period. #DerangedDonald #TrumpisaTraitor #TrumpisaCrook #TrumpHatesAmerica",25_twitter
hasoc_en_2767,hate,targeted,@hd_kumaraswamy Where are you? Why isn't this case with CBI yet? We don't want your SIT. We know they will not do the job. Please transfer case to CBI. What are you afraid of?  #IMAJewels   #IMAJewelsFraud   #IMAFraud  #IMA  #IMAFraudCase https://t.co/TcxOa97OLB,25_twitter
hasoc_en_2768,hate,untargeted,#DoctorsFightBack we want justice https://t.co/ONUdOhagX3,25_twitter
hasoc_en_2769,hate,targeted,@KagisoRabada25 before calling him immature just think about yourself.. you were banned for 2 matches by ICC for your inappropriate behaviour....  @imVkohli is the pride of our 125 crore hearts ......  #ICCWorldCup #cricket #DhoniKeepsTheGlove https://t.co/pC4rrq6qSM,25_twitter
hasoc_en_2770,profanity,targeted,@plumpne Double #dickhead 🖕🏽😜😜,25_twitter
hasoc_en_2771,hate,targeted,#ShameOnICC @ECB_cricket hahaha I pity on your country where called as national sport of the country for we Indians cricket is not just a sports lts a other religion. https://t.co/yLRpNKoASZ,25_twitter
hasoc_en_2772,profanity,targeted,Benny the Butcher... @BennyBsf #thealmightytour #bennythebutcher #griseldarecords #buffalo #beatsnbars #hiphop #rap #boogiedownbronx #bronx #bx #fuckaroundlayaround #fucktrump #fucklindafairstein @ Sony Hall https://t.co/q6q7eCGjeC,25_twitter
hasoc_en_2773,profanity,targeted,@realDonaldTrump @TuckerCarlson Got evidence of that brah?? Beyond your delusion? Like paper trail? Nah? Alright so your lying then #fucktrump #ImpeachDonaldTrumpNOW  #ImpeachmentHearingsNow   #ImpeachTheMFTraitor,25_twitter
hasoc_en_2774,hate,targeted,@TheRealOJ32 Why are you on my feed? #NeverForget #NicoleBrown #RonGoldman #MURDERER,25_twitter
hasoc_en_2775,hate,targeted,#ShameOnICC World design Changed.. https://t.co/HUUC7zL6rK,25_twitter
hasoc_en_2776,hate,targeted,"@women4PV ...and they’re gonna vote for a man who is so arrogant as to not even show up for a debate, who thinks he’s so much better than everyone else but who is actually unfit for the job #BorisJohnsonShouldNotBePM",25_twitter
hasoc_en_2777,profanity,targeted,@ABCNetwork You could make a drinking game every time Hannah jumps up on one of the bachelor's and wraps her legs around him. #barf #bachelorette #TheBachelorette @Andy @TMZ @HarveyLevinTMZ   #lukep #lukepisadick #kicklukepout #dickhead #fakeasfuck,25_twitter
hasoc_en_2778,none,,@TajinderBagga Writes A Hard-Hitting Message To Mamata Banerjee On #WorldBloodDonorDay    #DoctorsProtest   #DoctorStrike  #DoctorsFightBack   https://t.co/Pl1eglDYqP,25_twitter
hasoc_en_2779,hate,untargeted,#DhoniKeepsTheGlove    @msdhoni isn't supposed to wear those gloves tomorrow but K.L. Rahul and Dinesh Karthik can.. just saying,25_twitter
hasoc_en_2780,hate,untargeted,@sukiyer18 @Dramitjp @imMAK02 Yawn. Sorry Can't dumb down the issue further. Try reading to improve your grasp about issues . Or continue defending whichever political masters you lick. We will stand by #doctors and India #DoctorsFightBack,25_twitter
hasoc_en_2781,hate,targeted,@DelhiPolice If u all guys show the same dare to the #criminals and #rapist than #Delhi could be #crimefree. But as usual they show their strength to a poor driver who work hard to earn.  What to say more when rakshak is bhakshak.,25_twitter
hasoc_en_2782,hate,targeted,#toilynnkelly  #LACrime  #SugeKnight  #murderer helped by a gang of people including TMZ  https://t.co/MDjMwEysJ1,25_twitter
hasoc_en_2783,profanity,targeted,@senatemajldr You're LYING to America and HIDING legislation from debate and votes! If you believe in your 'Senate Majority' then bring the bills to the floor! If you're on the right side of the issue you'll win. If not then GTFO. #RepublicanSocialism #GOPtreason #ComplicitGOP #FuckTrump,25_twitter
hasoc_en_2784,hate,targeted,"@ICC - Are you sure, you are credible enough to conduct cricket world cup?    Stop just staring and pointing out at attire of cricketers    #Dhonigloves  #ENGvWI   #ShameOnICC   #WeTheNorth",25_twitter
hasoc_en_2785,profanity,untargeted,Can't understand how stupid one can be where he can't let go his arrogance and ego for the whole fukin state...  #DoctorsFightBack  #DidiDividesIndia,25_twitter
